cls,kind,file,line,seconds,direct,callee,enclosing,failing_verdict
A,subprocess timeout=,plugin/programs/tests/test_container_banner_suppressed_at_source.py,95,30,call-through,R._docker_exec_raw,test_command_is_still_passed_through_unchanged,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_banner_suppressed_at_source.py,104,30,call-through,R._docker_exec_raw,test_container_name_still_correct,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_banner_suppressed_at_source.py,112,30,call-through,R._docker_exec_raw,test_no_other_env_is_injected,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_login_banner_parse_check.py,55,_CLI_TIMEOUT_S,yes,subprocess.run,test_the_repo_itself_is_clean,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_login_banner_parse_check.py,112,_CLI_TIMEOUT_S,yes,subprocess.run,test_an_empty_population_is_not_reported_as_clean,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_memory_ceiling.py,113,60,yes,subprocess.run,_cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_memory_ceiling.py,141,60,yes,subprocess.run,test_the_cli_refuses_rather_than_printing_nothing_when_it_cannot_tell,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_container_memory_ceiling.py,182,120,yes,subprocess.run,test_the_ceiling_is_reachable_from_every_program_that_uses_it,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_content_pinned_authority_verified_only_at_merge.py,46,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_content_pinned_authority_verified_only_at_merge.py,125,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_content_pinned_authority_verified_only_at_merge.py,134,900,yes,subprocess.run,test_the_shipped_tree_runs_advisory_and_states_its_denominator,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_contradictory_corpus_and_project_dir_is_refused.py,80,55,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_control_substance_check.py,42,45,yes,subprocess.run,run_pytest,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_control_substance_check.py,60,30,yes,subprocess.run,cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corner_coverage_audit.py,26,30,yes,subprocess.run,run_cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_location.py,66,60,yes,subprocess.run,_git,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,83,_T,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,234,_T,yes,subprocess.run,test_the_real_hygiene_lane_writes_nothing_into_benchmark_data,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,243,_CORPUS_GATE_T,yes,subprocess.run,test_the_real_hygiene_lane_writes_nothing_into_benchmark_data,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,280,_T,yes,subprocess.run,test_the_hygiene_lane_declares_a_host_independent_number_of_gates,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,348,_T,yes,subprocess.run,test_the_tracked_cells_are_still_reached,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_corpus_write_guard.py,354,_T,yes,subprocess.run,test_the_tracked_cells_are_still_reached,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_coverage_closure.py,52,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_covered_by.py,237,1800,call-through,C.subprocess.TimeoutExpired,test_a_subprocess_bound_overrun_is_a_refusal_not_an_exception,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,63,_SPAWN_TIMEOUT_S,call-through,child.wait,test_a_live_owner_is_never_reaped,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,72,_SPAWN_TIMEOUT_S,call-through,child.wait,test_a_SIGKILLed_owners_directory_is_reaped_by_the_next_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,85,_SPAWN_TIMEOUT_S,call-through,child.wait,test_reserve_reaps_before_it_allocates,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,103,_SPAWN_TIMEOUT_S,call-through,child.wait,test_a_reaped_directory_gets_its_external_registration_dropped,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,160,_SPAWN_TIMEOUT_S,call-through,child.wait,test_an_old_directory_a_process_still_references_is_kept,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,188,_SPAWN_TIMEOUT_S,call-through,child.wait,test_a_LOCKED_directory_is_still_decided_when_the_legacy_branch_is_off,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,354,1.5,call-through,t.join,test_a_second_reaper_waits_for_the_first,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,361,30,call-through,t.join,test_a_second_reaper_waits_for_the_first,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_crash_safe_scratch.py,365,30,call-through,holder.wait,test_a_second_reaper_waits_for_the_first,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_cvdp_gate.py,801,60,yes,_sp.run,_yosys_probe_blob,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_cvdp_gate.py,828,60,yes,_sp.run,_host_yosys_version,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_cvdp_width_resolution.py,51,10,yes,subprocess.run,_have_iverilog,handler records a FAILING verdict
A,subprocess timeout=,plugin/programs/tests/test_cvdp_width_resolution.py,64,60,yes,subprocess.run,_iverilog_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_cvdp_width_resolution.py,68,60,yes,subprocess.run,_iverilog_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_d3_git_that_errored_is_not_an_empty_tree.py,49,60,yes,subprocess.run,_git_fails_here,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_d6_single_cell_probe_is_lazy.py,247,_NESTED_PYTEST_TIMEOUT_S,yes,subprocess.run,_probes_a_real_session_builds,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_d9_content_checker_wiring.py,166,_PROGRAM_TIMEOUT_S,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_debug_first_pass.py,31,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declaration_searched_only_inside_a_truncated_window.py,141,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declaration_searched_only_inside_a_truncated_window.py,248,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declaration_searched_only_inside_a_truncated_window.py,254,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declaration_searched_only_inside_a_truncated_window.py,263,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_invocation_accepted_by_its_own_parser.py,101,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_invocation_accepted_by_its_own_parser.py,181,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_invocation_accepted_by_its_own_parser.py,187,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_invocation_accepted_by_its_own_parser.py,211,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_is_the_pdk_used.py,21,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_is_the_pdk_used.py,154,30,yes,subprocess.run,test_the_refusal_is_machine_readable,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_is_the_pdk_used.py,197,30,yes,subprocess.run,test_a_wrong_pdk_still_reports_a_wrong_pdk,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_is_the_pdk_used.py,210,30,yes,subprocess.run,test_a_pass_records_the_field_too,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_is_the_pdk_used.py,242,55,yes,_sp.run,_run_decl,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_declared_pdk_target_reads_the_canonical_l19.py,255,30,yes,subprocess.run,_gate,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_denial_that_constitutes_the_value_it_appears_to_negate.py,188,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_denial_that_constitutes_the_value_it_appears_to_negate.py,229,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_denial_that_constitutes_the_value_it_appears_to_negate.py,235,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_denial_that_constitutes_the_value_it_appears_to_negate.py,244,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_derived_corpus_figure.py,255,_SWEEP_TIMEOUT_S,yes,subprocess.run,test_the_sweep_reaches_the_whole_programs_tree,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_design_content_is_load_bearing.py,56,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_design_input_digest.py,446,_SUBPROC_TIMEOUT,yes,subprocess.run,_run_fcc,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_design_input_digest.py,569,_SUBPROC_TIMEOUT,yes,subprocess.run,test_the_audit_survives_a_digest_that_cannot_be_computed,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_design_one_shot_runner.py,45,timeout,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_dft_atpg_mapped_netlist_and_cut.py,133,60,call-through,tdf._ensure_cut,test_ensure_cut_reuses_a_valid_cut,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_dft_atpg_mapped_netlist_and_cut.py,156,60,call-through,tdf._ensure_cut,test_ensure_cut_regenerates_a_degenerate_cut,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_dft_atpg_mapped_netlist_and_cut.py,177,60,call-through,tdf._ensure_cut,test_ensure_cut_reuses_zero_pair_cut_on_combinational_source,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_dft_transition_atpg_timeout_is_a_budget_not_a_capability.py,105,1800,call-through,subprocess.TimeoutExpired,,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_die_density_fill_gen.py,389,120,yes,subprocess.run,test_the_program_runs_standalone_and_refuses_without_a_project,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_die_finishing_step_265ic.py,218,timeout,yes,subprocess.run,run_argv,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_die_finishing_step_265ic.py,223,timeout,call-through,self.run_argv,run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_doc_table_row_placement_check.py,53,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_doc_table_row_placement_check.py,156,120,yes,subprocess.run,test_reverting_the_delimiter_rule_lets_the_fragment_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,30,1,call-through,subprocess.TimeoutExpired,test_docker_exec_timeout_bytes_stdout_returns_str,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,34,1,call-through,_docker_exec,test_docker_exec_timeout_bytes_stdout_returns_str,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,59,2,call-through,subprocess.TimeoutExpired,test_docker_exec_none_streams_become_empty_str,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,62,2,call-through,_docker_exec,test_docker_exec_none_streams_become_empty_str,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,71,1,call-through,subprocess.TimeoutExpired,test_overutil_extract_consumes_docker_exec_timeout_output,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_exec_timeout_bytes.py,74,1,call-through,_docker_exec,test_overutil_extract_consumes_docker_exec_timeout_output,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_docker_watchdog.py,104,1800,call-through,?,test_run_docker_supervised_threads_callbacks_and_wraps,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_drc_vacuous_streaming_bounded.py,178,60,yes,subprocess.run,_peak_rss_kib,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_drv_escalation_donttouch_and_signoff_gate.py,309,60,yes,subprocess.run,test_dont_touch_restore_protects_tie_driver_and_locked_insts,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_drv_escalation_donttouch_and_signoff_gate.py,336,60,yes,subprocess.run,test_restore_fragment_is_valid_tcl_standalone,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_dt1_atpg_wall_budget_scaling.py,175,1,call-through,tdf._run_in_docker,test_run_in_docker_salvages_partial_stdout_on_timeout,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emit_final_summary.py,62,1,call-through,emit_final_summary,test_helper_returns_false_on_timeout,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,205,600,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,234,900,yes,subprocess.run,real_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,1112,120,yes,subprocess.run,test_the_polarity_baseline_refuses_to_grow,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,3368,120,yes,subprocess.run,test_a_programs_directory_that_does_not_exist_is_rc3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,3376,120,yes,subprocess.run,test_an_unknown_flag_is_rc3_not_argparse_2,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_emitter_population_pin_check.py,3407,600,yes,subprocess.run,test_reverting_the_comparison_lets_the_disagreement_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_enhancement_emit.py,35,30,yes,subprocess.run,run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_enhancement_emit.py,684,30,yes,subprocess.run,_run_capture,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_est0104_recovery_after_netlist_edit.py,62,60,yes,subprocess.run,_run_tcl,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_evidence_citation_resolves_check.py,36,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_evidence_citation_resolves_check.py,173,60,yes,subprocess.run,test_shipped_baseline_matches_the_shipped_tree,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_evidence_citation_resolves_check.py,188,60,yes,subprocess.run,test_out_of_scope_tree_is_disclosed_not_silently_dropped,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_evidence_citation_resolves_check.py,220,60,yes,subprocess.run,_git,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_evidence_index_remedy_names_its_repo.py,36,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_expert_track_schema_mismatch_is_not_a_pass.py,182,60,yes,subprocess.run,_run_track,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,87,300,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,135,300,yes,subprocess.run,test_a_missing_tree_is_undetermined_not_a_pass,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,141,300,yes,subprocess.run,test_a_bad_invocation_is_rc_3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,150,1800,yes,subprocess.run,test_the_shipped_tree_passes_its_own_rule,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,165,1800,yes,subprocess.run,test_the_census_never_blocks_by_default,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_explicit_argument_outranks_the_environment_pointer_census.py,185,900,yes,subprocess.run,test_a_count_over_an_empty_population_is_undetermined,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_a8_gds_substance_gate.py,141,60,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_compliance_grades_its_own_blocker_list.py,62,_CEILING_S,yes,subprocess.run,test_a_real_run_publishes_the_guard_verdict_and_it_is_clean,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_compliance_read_only.py,45,_T,yes,subprocess.run,_drive,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_compliance_read_only.py,153,_T,yes,subprocess.run,test_read_only_refuses_rather_than_falling_back_to_writing,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,442,5,call-through,urllib.request.urlopen,test_live_fleet_card_route,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,447,5,call-through,urllib.request.urlopen,test_live_fleet_card_route,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,489,5,call-through,urllib.request.urlopen,test_live_fleet_server_drilldown,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,491,5,call-through,urllib.request.urlopen,test_live_fleet_server_drilldown,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,496,5,call-through,urllib.request.urlopen,test_live_fleet_server_drilldown,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,499,5,call-through,urllib.request.urlopen,test_live_fleet_server_drilldown,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,505,5,call-through,urllib.request.urlopen,test_live_fleet_server_drilldown,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,535,5,call-through,urllib.request.urlopen,test_live_server_serves_html_and_json,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,540,5,call-through,urllib.request.urlopen,test_live_server_serves_html_and_json,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dashboard_web.py,546,5,call-through,urllib.request.urlopen,test_live_server_serves_html_and_json,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_dependency_graph_check.py,29,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_gate_grid.py,30,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_gate_grid.py,323,900,yes,subprocess.run,_grid,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_output_substance.py,367,600,yes,subprocess.run,_cli,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_phase_scope_is_total_and_disclosed.py,93,60,yes,subprocess.run,_program_scope,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_phase_scope_is_total_and_disclosed.py,161,60,yes,subprocess.run,test_the_both_phase_overlap_is_disclosed_in_the_output,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_phase_scope_is_total_and_disclosed.py,171,60,yes,subprocess.run,test_the_disclosure_names_the_overlapping_steps,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_step37_gds_provenance_declaration.py,347,60,yes,subprocess.run,test_guard_coarse_mode_remains_a_public_api,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_step8_sdc_validator_declaration.py,185,60,yes,subprocess.run,_run_prog,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_flow_step_can_fail_check.py,19,30,yes,subprocess.run,_run,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_fmeda_fault_injection_coverage.py,506,INNER_TIMEOUT_S,yes,subprocess.run,test_the_vacuous_token_line_survives_the_consumers_stdout_window,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/tests/test_fmeda_fault_injection_coverage.py,593,INNER_TIMEOUT_S,call-through,fi.run_injection_iverilog,test_the_skip_guard_is_the_code_paths_own_decision,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
