host	path	guard	measured_against_main	method	detail
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-1361	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-1362	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-1438	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=2, all 2 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-1450	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-1492	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-n1371	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-t1598	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/5c50bc52-6d94-42f0-8ece-c167ecc44c1f/scratchpad/wt-t1603	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/8328ea92-f9d6-4ce0-b019-64119776e1f5/scratchpad/wt8/pr1103	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=2, all 2 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/c13d13fa-4881-4c06-8b99-ba3b1138c6fe/scratchpad/wt-1190	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
102	/tmp/claude-1000/-home-reyerchu-openclaw-zero-token/a857c45b-74d8-40b3-ba4f-eba088c7aa84/scratchpad/handoff/l8clock-mutant	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/claude-1000/-home-reyerchu-openclaw-zero-token/a857c45b-74d8-40b3-ba4f-eba088c7aa84/scratchpad/mutant_drcsta	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
102	/tmp/claude-1000/-home-reyerchu-openclaw-zero-token/a857c45b-74d8-40b3-ba4f-eba088c7aa84/scratchpad/mutant_mf	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/claude-1000/-home-reyerchu-openclaw-zero-token/a857c45b-74d8-40b3-ba4f-eba088c7aa84/scratchpad/mutant_v2	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=1, all 1 found on main
102	/tmp/claude-1000/-home-reyerchu-openclaw-zero-token/e49faab7-116d-4ecc-924a-df7c78349e31/scratchpad/wt_refute	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/qm	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/qv	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/vibeic-fix-pr1716-macro	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
102	/tmp/xdf/base116	SAFE	a4caccefeab	pruned checkout: no git dir, so compared file-by-file to the main commit its manifest identifies, then every differing file checked against main's history	files differing from base=0, all 0 found on main
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/wt-1355	SAFE	a4caccefeab	pruned checkout: compared to the main commit its manifest identifies, then every differing file checked against main history	files differing from base=1, 1
120	/home/reyerchu/_LRNor	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_d9_page2	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_jppa_feas/wt	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_jppa_report/wt	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_wt_905move	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_wt_citroute_head	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/_wt_v1537	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/vibe-ic-wt-caravel_user_project-fix-def-progression	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/vibe-ic-wt-caravel_user_project-fix-explicit-top-not-in-rtl	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/vibe-ic-wt-caravel_user_project-fix-phase3-asic-top-resolution-caravel	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/vibe-ic-wt-foundry-gds	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
120	/home/reyerchu/vibe-ic-wt-si-mcf	SAFE	a4caccefeab	blob-in-main-HISTORY (uncapped --full-history walk per path)	every file differing from main's tip has its exact blob in main history at the same path; 0 files main never held
