path	verdict	evidence
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/v1159	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 764fea6df45, whose plugin manifest is byte-identical to the one on disk. 5 of the 5 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = cd64efc1a01ecc370f1c6aadc828ee4683e4c3e6a5d6dc306ebbbb623bc3513d here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (+9/-1340 lines vs main); that file is yaml, 4989 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 764fea6df45; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/v1294	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 764fea6df45, whose plugin manifest is byte-identical to the one on disk. 2 of the 2 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/waivers.py) = b02acccb68ba13c5171e5ae735af066b371be41eb064f5d6bdce5d99970d0761 here, eba3e19756b7e184bf9624e3a3aa0a04f940b646daa8baf51988b090c5877ad9 on main (+63/-192 lines vs main); that file is python, 1188 lines — matrix_63x8.waivers — the accepted-gap registry. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 764fea6df45; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/v1458	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 5 of the 5 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = add19fcda33979985446736a688673026bdaf4b91e4a881858c1bd6bf0da6ed1 here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (+10/-1373 lines vs main); that file is yaml, 4957 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w1159	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 5 of the 5 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = cd64efc1a01ecc370f1c6aadc828ee4683e4c3e6a5d6dc306ebbbb623bc3513d here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (+9/-1340 lines vs main); that file is yaml, 4989 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w20	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 3 of the 6 file(s) it changed hold bytes main does not have. sha256(tools/phase1_engine/tests/test_typical_scaffolds_retired.py) = efa8a05b7462ad29f552049c1ad3b25f90f07b286dd9ec650b372d8b523ab715 here, f37f52f77e11b2b68cff54f2fab9271e32cc859289280ae60a6180feb5d32b4b on main (+0/-82 lines vs main); that file is python, 393 lines — ORGANIC #493 — the `typical_scaffolds` mechanism is RETIRED. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w23	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 4 of the 4 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = 114c0160018e1e28f9646ace23a09ae6d035e8cbd707e4bd8e6d5ed5c13b3af2 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+68/-743 lines vs main); that file is shell, 978 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w70	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_v1_0_39_issue642_cvdp_top_flag.py) = 070f764fcf751cc9ea2dcb333ccbe98a101106c9c5b572eab91b1ea5dac0fe50 here, a7bfe164ef284808ab7ca604fc279081734ef814dfff0c1ca77574485f7dfb3c on main (+0/-9 lines vs main); that file is python, 259 lines — Regression for ORGANIC #642 round-2 (field-agent reopen) — the CVDP gate's [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w71	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_cvdp_gate.py) = b9eb0abd91a74c3e80952927fcefa74e6e53d876ee93a2344f4dc5e9110dfdc7 here, b66f683b9e3603f1e4637fe6f5af8084ce2db5a2515d8840460996666f036bc5 on main (+16/-41 lines vs main); that file is python, 1059 lines — ORGANIC #528 — cvdp_gate.py: the SOLE EMIT PATH for CVDP copilot [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w72	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d7_outputs_list_complete.py) = 271ab80e26bb0eb685302967feee23e7af04ea611d6bd0c547664e6fb8f14512 here, 337b7212095dc873366101f83ded572ac9a9af0648217fe8067425fa1dc04d12 on main (+63/-691 lines vs main); that file is python, 1724 lines — DIMENSION 7 of the 63x8 matrix — is the ``required_outputs`` LIST complete? [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w83	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_flow_step_can_fail_check.py) = 0e9c124f802eaf6fea485f93367999018c05197059bf78ab071decefada72d3c here, 44944695414b34e5fd6a3650aa80b40d0bd5b794ea073d4e55a8d8e8a177fc13 on main (+22/-71 lines vs main); that file is python, 141 lines — A step whose gate cannot fail must be recorded, and the record may only shrink. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/w90	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 2 of the 2 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/waivers.py) = b02acccb68ba13c5171e5ae735af066b371be41eb064f5d6bdce5d99970d0761 here, eba3e19756b7e184bf9624e3a3aa0a04f940b646daa8baf51988b090c5877ad9 on main (+63/-192 lines vs main); that file is python, 1188 lines — matrix_63x8.waivers — the accepted-gap registry. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/watch	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/conftest_skillswatch.py) = cd3e4cde78c3634bf0f4bcf5076922c4763557d495bbe9e1d10c2ca951f4dc75 here, (no such path on origin/main) on main (main has no file at this path); that file is python, 73 lines — Attribute the shipped-`skills/` write to the module that makes it. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wr4	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 2 of the 2 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tools_and_integration.py) = 28a4c45cafbc624634a493592ecb2080ba94603f584b4587ff02f9e33188f057 here, 05a53b4b86333ce09a1290873dbffe086f5fb546e2e52082a4f0489be9c1e372 on main (+47/-53 lines vs main); that file is python, 545 lines — Tests for the maintenance tools + end-to-end integration. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-attr	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 4 of the 4 file(s) it changed hold bytes main does not have. sha256(benchmark-data/ic/spm/SOURCE_MANIFEST.md) = f0ce5b3b1c3e876cdf6e2952a9e08ef6896637b162c274e7b31a7e18d2df217e here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 39 lines — SOURCE_MANIFEST — spm [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-d2	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit ae0e2f674f5, whose plugin manifest is byte-identical to the one on disk. 7 of the 7 file(s) it changed hold bytes main does not have. sha256(tools/gatekeeper-land.sh) = 88aaf2ee3ca44793fb2dc31e532b361af4bc757df49c3095aa30d0e1ef51469f here, 6f771cc98d2a907b6b6fe81070cbaace2def23aea8e91b323465eb69a3c4c2a9 on main (+43/-1276 lines vs main); that file is shell, 321 lines — gatekeeper-land.sh — everything `gatekeeper-ci.yml` and `ci.yml` would have run, [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base ae0e2f674f5; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-ecrc	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 4b22e36ea73, whose plugin manifest is byte-identical to the one on disk. 3 of the 3 file(s) it changed hold bytes main does not have. sha256(benchmark-data/evidence_citation_baseline.json) = ecf06870f1079b8cb0ab121445f146b2dbacc97b2f937df9f38790ba7062ae5a here, (no such path on origin/main) on main (main has no file at this path); that file is json, 119 lines — { [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 4b22e36ea73; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-fix	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit ae0e2f674f5, whose plugin manifest is byte-identical to the one on disk. 7 of the 7 file(s) it changed hold bytes main does not have. sha256(tools/gatekeeper-land.sh) = 88aaf2ee3ca44793fb2dc31e532b361af4bc757df49c3095aa30d0e1ef51469f here, 6f771cc98d2a907b6b6fe81070cbaace2def23aea8e91b323465eb69a3c4c2a9 on main (+43/-1276 lines vs main); that file is shell, 321 lines — gatekeeper-land.sh — everything `gatekeeper-ci.yml` and `ci.yml` would have run, [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base ae0e2f674f5; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-m4	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 6 of the 6 file(s) it changed hold bytes main does not have. sha256(benchmark-data/ic/spm/v1.9.96_gf180mcuD/reports/write_ledger.json) = 136c55a5c913aa2a1d4091542b5fac14ebe9d7766808b0d8c704608806b94253 here, (no such path on origin/main) on main (main has no file at this path); that file is json, 8646 lines — { [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wt-wr	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d7_outputs_list_complete.py) = e334fef97bc8d5aca6647952e18c9120b7fa5eed8ab750e0bc2ffdfc0ae89e46 here, 337b7212095dc873366101f83ded572ac9a9af0648217fe8067425fa1dc04d12 on main (+189/-677 lines vs main); that file is python, 1864 lines — DIMENSION 7 of the 63x8 matrix — is the ``required_outputs`` LIST complete? [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wtg	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 2 of the 7 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tool_gate_opens_when_the_tool_is_present.py) = 308d4711f940659a1fed78489cbeb7c24eaeb26ea72833bdd2791dd35049ce44 here, 2ca00eb1f20683f65f33d27458741437d23ed637a5cda91d4f46e920cb31a7b9 on main (+50/-699 lines vs main); that file is python, 97 lines — PAIRED GUARD for the `_HAVE_TOOLS` skips added to the synth test modules. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/0fec7fa7-a2c8-4467-b860-55a1ad1c3d87/scratchpad/wtsk	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit a38902d1693, whose plugin manifest is byte-identical to the one on disk. 6 of the 7 file(s) it changed hold bytes main does not have. sha256(benchmark-data/ic/spm/SOURCE_MANIFEST.md) = f0ce5b3b1c3e876cdf6e2952a9e08ef6896637b162c274e7b31a7e18d2df217e here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 39 lines — SOURCE_MANIFEST — spm [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base a38902d1693; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/aw1092	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 5 of the 5 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = 2e69e0c36a2d79f021b1432c91ce53ec9fd00fba3279fa04ed74cfcb3dbdf749 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+68/-739 lines vs main); that file is shell, 982 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/aw1110	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 18 of the 28 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = 3843c3f6e33694effe2a361e80d48f5c6e027175c837e7163d9585c4d86bdf37 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+68/-736 lines vs main); that file is shell, 985 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/aw1146	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 24ff9530779, whose plugin manifest is byte-identical to the one on disk. 4 of the 4 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = bca0a73f48a8c412e82d7a1d600c367892ec658416f5d6cc35ba8227aacd14a6 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+68/-746 lines vs main); that file is shell, 975 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 24ff9530779; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/b10	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 3d13e2c59eb, whose plugin manifest is byte-identical to the one on disk. 18 of the 28 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = 3843c3f6e33694effe2a361e80d48f5c6e027175c837e7163d9585c4d86bdf37 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+68/-736 lines vs main); that file is shell, 985 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 3d13e2c59eb; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/b59	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 3d13e2c59eb, whose plugin manifest is byte-identical to the one on disk. 2 of the 3 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tool_gate_opens_when_the_tool_is_present.py) = 308d4711f940659a1fed78489cbeb7c24eaeb26ea72833bdd2791dd35049ce44 here, 2ca00eb1f20683f65f33d27458741437d23ed637a5cda91d4f46e920cb31a7b9 on main (+50/-699 lines vs main); that file is python, 97 lines — PAIRED GUARD for the `_HAVE_TOOLS` skips added to the synth test modules. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 3d13e2c59eb; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/b97	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 3d13e2c59eb, whose plugin manifest is byte-identical to the one on disk. 123 of the 301 file(s) it changed hold bytes main does not have. sha256(benchmark-data/evaluation/verilogeval_human/RESULT.md) = 8863d380f14625ce3e5464698eb8ad0c81367df5d5646fe695bcd5d628021fb4 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 144 lines — VerilogEval-Human (iccad2023 code-complete) — clean-room full re-run, plugin v1.4.81 + vibeic-eda 0.2.26, 2026-07-22 [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 3d13e2c59eb; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/tmp/claude-1000/-home-reyerchu-vibe-ic/35c2a38d-bdf0-4053-86c3-6a3e40b2df7f/scratchpad/bA	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 3d13e2c59eb, whose plugin manifest is byte-identical to the one on disk. 46 of the 146 file(s) it changed hold bytes main does not have. sha256(benchmark-data/evaluation/verilogeval_human/RESULT.md) = 8863d380f14625ce3e5464698eb8ad0c81367df5d5646fe695bcd5d628021fb4 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 144 lines — VerilogEval-Human (iccad2023 code-complete) — clean-room full re-run, plugin v1.4.81 + vibeic-eda 0.2.26, 2026-07-22 [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 3d13e2c59eb; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
