host	path	repo	head	branch	kind	prior_verdict	notes
114	/home/reyerchu/_pgv/j1065/head	/home/reyerchu/vibe-ic	f6757374c3bb58e810438bd540dbd26c19706e91	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=49 nadd=49 ndel=2721 rule=R2 issue=
114	/home/reyerchu/_pgv/j1073/head	/home/reyerchu/vibe-ic	e2ccf6f194c23187801b1422b479575bfeadda7f	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=13 nadd=13 ndel=182 rule=R2 issue=
114	/home/reyerchu/_pgv/j1197/head	/home/reyerchu/vibe-ic	d455bdcff251d7340e748f083eeb7aeca3641e51	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=995 nadd=995 ndel=1665 rule=R2 issue=
114	/home/reyerchu/_pgv/mrg	/home/reyerchu/vibe-ic	120d41000e9c14fce889e7e612669a8ed5b6de1a	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=49 nadd=49 ndel=2721 rule=L2 issue=
114	/home/reyerchu/_ppam_priv/wt_ppam	/home/reyerchu/vibe-ic	7b6411fc9d11a6aec68a2eeb3cbd1af6d9069a79	refs/heads/ppam/flow-metric-declarations	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1435 nadd=1435 ndel=350 rule=R2 issue=
114	/home/reyerchu/_pr1151	/home/reyerchu/vibe-ic	f2d075ffc417dcce86a331fb9196cc17129826ef	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=62 nadd=62 ndel=325 rule=R2 issue=1151
114	/home/reyerchu/_rg_land2	/home/reyerchu/vibe-ic	9b327564e506831f3ee182f64336f7e95aa95f50	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=41 nadd=58 ndel=319 rule=R2 issue=
114	/home/reyerchu/_spmfinal_8HD-8/wt	/home/reyerchu/vibe-ic	56ad636f33de8a90eaa26af89327f4114f5f686a	refs/heads/agent/gfinal-combined	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=917 nadd=917 ndel=1530 rule=R2 issue=
114	/home/reyerchu/_steps68	/home/reyerchu/vibe-ic	86b12d350c0699851bc7156d973cd44b652e134f	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=145 nadd=145 ndel=385 rule=R2 issue=
114	/home/reyerchu/vibe-ic-wt-dpl-legalize	/home/reyerchu/vibe-ic-repo	f2487bffa6bdd4f6393113a3a27ede478a543968	refs/heads/fix/dpl-legalize-timing-buffers	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1670 nadd=1670 ndel=18670 rule=R2 issue=
114	/home/reyerchu/vibe-ic/wtshrunk2	/home/reyerchu/vibe-ic	7ecfb1175dea270f9236ff146fad2b71d2b9e70d	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=79 nadd=79 ndel=738 rule=R2 issue=
114	/home/reyerchu/_w4_head	/home/reyerchu/vibe-ic	115aec7c988f3f6e750cdee8c8dc939e0e304301	refs/heads/fix/w4-control-pinned-to-an-immutable-sha	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=40 nadd=40 ndel=9 rule=R2 issue=
114	/home/reyerchu/wk5/tree	/home/reyerchu/vibe-ic	17e69f4ec69078bab02be6dfd19edcb7b2b4c76a	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=227 nadd=227 ndel=3072 rule=R2 issue=
114	/home/reyerchu/_wt_1206	/home/reyerchu/vibe-ic	b1c02db521bd40a347e9b5d1df4acd01604d0d44	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=663 nadd=718 ndel=4736 rule=R2 issue=1206
114	/home/reyerchu/_wt_1552	/home/reyerchu/vibe-ic	befaaf970651b9327cb5d44674ed63157c4b9ffb	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=188 nadd=188 ndel=789 rule=R2 issue=
114	/home/reyerchu/wt-913	/home/reyerchu/vibe-ic	d5b7b47cb8875847e3692a171157c3473121f299	refs/heads/fix/issue913-sta-corner-axis-fail-closed	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=536 nadd=536 ndel=245 rule=R2 issue=913
114	/home/reyerchu/_wt_audit_pdksub	/home/reyerchu/vibe-ic-repo	18d1cf337e3359059aa3d6db9f472899cbac480b	refs/heads/capture/digital-pdk-substitution-disclosure	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1006 nadd=1006 ndel=6928 rule=R2 issue=
114	/home/reyerchu/_wt_bisect	/home/reyerchu/vibe-ic	9ec41a77e950882213a5982da82277e6b731b7cb	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=81 nadd=81 ndel=1492 rule=R2 issue=
114	/home/reyerchu/_wt_cap_l22cov	/home/reyerchu/vibe-ic-repo	ba0612b140533264aafb122f563c9b6798b74c8e	refs/heads/capture/l22-coverage-goal-emit	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=112 nadd=112 ndel=243 rule=R2 issue=
114	/home/reyerchu/_wt_cap_parambus	/home/reyerchu/vibe-ic-repo	b330f2244691308c5514fd6ecdde17913edc69f6	refs/heads/capture/l1-parametric-bus-width-resolve	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=882 nadd=882 ndel=0 rule=R2 issue=
114	/home/reyerchu/_wt_clockbasis	/home/reyerchu/vibe-ic-repo	337d8b4d3ab01ff6949fdbf8a13fddbe23df5d92	refs/heads/capture/sdc-clock-period-library-basis	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1954 nadd=1954 ndel=8110 rule=R2 issue=
114	/home/reyerchu/_wt_d7_1786615505	/home/reyerchu/vibe-ic	064b84578444be54e4a73e617f53e194b942131e	refs/heads/fix/main-red-d7-record-oracle-promotions	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=808 nadd=808 ndel=1970 rule=R2 issue=
114	/home/reyerchu/wt-d9-union	/home/reyerchu/vibe-ic	56df7dc366bcecba340601b8fab90a78eaf56791	refs/heads/d9/content-redden-union	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1544 nadd=1544 ndel=205 rule=R2 issue=
114	/home/reyerchu/_wt_delivverdict	/home/reyerchu/vibe-ic-repo	5435725e2ae52db9ba4aec91e7347d1273bbbc54	refs/heads/capture/deliverable-verdict-contradicts-orchestrator	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1343 nadd=1343 ndel=9507 rule=R2 issue=
114	/home/reyerchu/_wt_disclose	/home/reyerchu/vibe-ic-repo	0bb7d8ca4b763d0b806b3c99f157b42bd98d6a85	refs/heads/capture/pdk-substitution-disclosure-emit	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1967 nadd=1967 ndel=7359 rule=R2 issue=
114	/home/reyerchu/_wt_evidence2	/home/reyerchu/vibe-ic	118a344f91c18abb57b7a1c3b4c72efeba59715b	refs/heads/fix/evidence-citation-resolves	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=9535 ndel=0 rule=R2 issue=
114	/home/reyerchu/_wt_evsplit/head	/home/reyerchu/vibe-ic	c8b79bc4c8c6c9e74440419b62bbd14f1ce611d2	refs/heads/fix/evidence-citation-resolves-split	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=12914 ndel=0 rule=R2 issue=
114	/home/reyerchu/_wt_final	/home/reyerchu/vibe-ic	cae85606f773558cb927d9934aa80841a72fb596	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3137 nadd=4459 ndel=35405 rule=R2 issue=
114	/home/reyerchu/_wt_gatenames	/home/reyerchu/vibe-ic-repo	9772f625ff336d6f240e310fbbf4e5b377309266	refs/heads/capture/multi-gate-failure-names-preserved	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=698 nadd=698 ndel=7126 rule=R2 issue=
114	/home/reyerchu/_wt_jd9/wt	/home/reyerchu/vibe-ic	499ce3b68425aa2fdd3ce8a45c905ef21e95df15	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=582 nadd=582 ndel=144 rule=R2 issue=
114	/home/reyerchu/_wt_l4csrdedup	/home/reyerchu/vibe-ic-repo	fca13e7c5f4638e4aec5c5fa9794aba3a3b82f84	refs/heads/capture/l4-csr-address-dedup-synthetic-name	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=434 nadd=434 ndel=6185 rule=R2 issue=
114	/home/reyerchu/wt-maxfanout	/home/reyerchu/vibe-ic-repo	8545c06bed47bce3743d0b0f7e3da639e1c1ae7f	refs/heads/fix/max-fanout-signoff-disclosure	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1672 nadd=1672 ndel=18843 rule=R2 issue=
114	/home/reyerchu/_wt_merge	/home/reyerchu/vibe-ic	c73e9b95c5e961308c365a10be9f3b16c2fbb419	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=171 nadd=181 ndel=4027 rule=L2 issue=
114	/home/reyerchu/wt_metalfill_promote	/home/reyerchu/vibe-ic-repo	8f6f95f41722d117528b3d37e876146bb6e354a4	refs/heads/fix/metal-fill-promote-on-foundry-floor	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2 nadd=2 ndel=104 rule=R2 issue=
114	/home/reyerchu/_wt_provstamp	/home/reyerchu/vibe-ic-repo	2a68d5d74be0e589257e8ce1263d447fdfc364dc	refs/heads/capture/canonical-gds-provenance-restamp	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1417 nadd=1417 ndel=18811 rule=R2 issue=
114	/home/reyerchu/_wt_union	/home/reyerchu/vibe-ic	06447aa6acabd9429927b4b622859cb909b1b762	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=39 nadd=39 ndel=630 rule=R2 issue=
114	/tmp/claude-1000/-home-reyerchu-vibe-ic/4128148d-4b2f-440c-a3b5-fe91ba70098a/scratchpad/base	/home/reyerchu/vibe-ic	e4c5840d6f8ea75b9fa178bc943a0921d6159f3b	(detached)	NEW		never judged
114	/tmp/claude-1000/-home-reyerchu-vibe-ic/4128148d-4b2f-440c-a3b5-fe91ba70098a/scratchpad/mut	/home/reyerchu/vibe-ic	d8837702743579adccbbc19f6b7a329cbc0d325a	(detached)	NEW		never judged
114	/tmp/claude-1000/-home-reyerchu-vibe-ic/4128148d-4b2f-440c-a3b5-fe91ba70098a/scratchpad/wt	/home/reyerchu/vibe-ic	e5ef6997b54600fe31fe1c39c4aff039acc04fe8	refs/heads/test/pathsteps-ic-ip-matrix	NEW		never judged
